Initial Capital ($),Final Capital ($),Total Return (%),CAGR (%),Max Drawdown (%),Sharpe Ratio,Buy & Hold Return (%),Buy & Hold CAGR (%),Buy & Hold MaxDD (%),Alpha vs B&H (%),Total Trades,Win Rate (%),Profit Factor,Avg Trade Return (%),Avg Win (%),Avg Loss (%),Dataset,Period
1000.0,1414.1744668600502,41.41744668600502,3.7347954055195753,-44.81652216082719,0.29895802165132224,6342.942588334769,55.38747099861689,-83.39900882218974,-6301.5251416487645,141,48.226950354609926,1.2207820251992774,0.33482165634220856,4.014940226297301,-3.0932339978625354,BTC_Daily_10Y,2017-03-12 -> 2026-08-24
1000.0,1677.035607087356,67.7035607087356,8.557114468598858,-22.51418879325224,0.6218514038663415,688.0716774813748,38.79650627821503,-76.62925431645934,-620.3681167726392,107,48.598130841121495,1.5654797574465515,0.543953813452718,3.759557849645606,-2.4962536389478305,BTC_Daily_From4h,2020-05-07 -> 2026-08-24
1000.0,1933.3789673101783,93.33789673101782,11.4188867269853,-20.38338029067619,0.6890198384363881,933.3904897327589,46.67273528937312,-79.30253453633334,-840.052593001741,90,42.22222222222222,1.5353923434934016,0.8015867156798884,6.397278119683737,-3.2875723872460005,ETH_Daily_From4h,2020-07-19 -> 2026-08-24
1000.0,1460.7000848684615,46.07000848684615,7.1501976853672655,-33.41450626995929,0.39708794759998534,629.0245307620002,43.62954877276779,-96.26992725584276,-582.954522275154,108,44.44444444444444,1.2410940364963212,0.7786460922451752,6.089280861214803,-3.469861722930527,SOL_Daily_From4h,2021-02-27 -> 2026-08-24
999.6802557953638,1467.54534581584,46.8014735019683,7.247793359106147,-16.15687911382781,0.5573793638898492,237.82201536495054,24.84148291942656,-91.6844150713313,-191.02054186298224,295,44.74576271186441,1.3375291127710107,0.5885901774813123,5.188242676598694,-3.136281784994114,Portfolio_BTC_ETH_SOL,2021-02-27 -> 2026-08-24
