timestamp,price,volume,is_ask
1741432001284,86088.0,0.0006,False
1741432001385,86088.0,0.00012,False
1741432001964,86087.99,0.0002,True
1741432002963,86087.99,0.0002,True
1741432003704,86088.0,0.00012,False
1741432003808,86087.99,0.00077,True
1741432003862,86088.0,0.00206,False
1741432003863,86088.0,0.00102,False
1741432004389,86088.0,0.00092,False
1741432004389,86088.0,6e-05,False
1741432004389,86088.0,6e-05,False
1741432004389,86088.0,6e-05,False
1741432004389,86088.0,6e-05,False
1741432004389,86088.0,0.00013,False
1741432004389,86088.0,6e-05,False
1741432004389,86088.0,6e-05,False
1741432004389,86088.0,6e-05,False
1741432004389,86088.0,0.04095,False
1741432004554,86087.99,0.00146,True
1741432005171,86088.0,0.0002,False
1741432005703,86088.0,0.03235,False
1741432005703,86088.0,0.00016,False
1741432005703,86088.0,0.00028,False
1741432005703,86088.0,0.02195,False
1741432005735,86088.0,0.00118,False
1741432005873,86087.99,6e-05,True
1741432006203,86088.0,0.00013,False
1741432006678,86087.99,0.02435,True
1741432006679,86087.99,0.0151,True
1741432006679,86087.99,0.00349,True
1741432006680,86087.99,0.01162,True
1741432006681,86087.99,0.01165,True
1741432006681,86087.99,0.00058,True
1741432006681,86087.99,0.00049,True
1741432006681,86087.99,0.00014,True
1741432006681,86087.99,6e-05,True
1741432006681,86087.99,6e-05,True
1741432006681,86087.99,6e-05,True
1741432006681,86087.99,6e-05,True
1741432006681,86087.99,6e-05,True
1741432006681,86087.99,0.00192,True
1741432006681,86087.99,0.00306,True
1741432006681,86087.99,6e-05,True
1741432006681,86087.99,0.00085,True
1741432006681,86087.99,0.00014,True
1741432006681,86087.99,0.00985,True
1741432006692,86087.99,0.00025,True
1741432006756,86087.99,0.04129,True
1741432006807,86088.0,0.0199,False
1741432006976,86087.99,7e-05,True
1741432006976,86087.99,0.00013,True
1741432007389,86087.99,0.00098,True
1741432007671,86087.99,0.00059,True
1741432008591,86088.0,0.00809,False
1741432008678,86088.0,0.00034,False
1741432009924,86088.0,0.01462,False
1741432010729,86088.0,0.00029,False
1741432011613,86088.0,0.00011,False
1741432011902,86088.0,0.00052,False
1741432012728,86087.99,0.0013,True
1741432012728,86087.99,0.00015,True
1741432012728,86087.99,0.00551,True
1741432013329,86087.99,0.00012,True
1741432014429,86088.0,0.0001,False
1741432014832,86087.99,0.00011,True
1741432015090,86088.0,0.00014,False
1741432015152,86088.0,0.0006,False
1741432015260,86088.0,0.00113,False
1741432015506,86087.99,0.00014,True
1741432015555,86087.99,0.01828,True
1741432015621,86087.99,0.00043,True
1741432015703,86088.0,0.0487,False
1741432015703,86088.0,0.01327,False
1741432015894,86087.99,0.00043,True
1741432015896,86087.99,0.00043,True
1741432015897,86087.99,0.00014,True
1741432016096,86087.99,0.00043,True
1741432016100,86087.99,0.00043,True
1741432016136,86088.0,0.00273,False
1741432016136,86088.0,0.0038,False
1741432016521,86087.99,0.00026,True
1741432016826,86087.99,0.00024,True
1741432016832,86087.99,0.00012,True
1741432017320,86087.99,0.00012,True
1741432017839,86088.0,0.00023,False
1741432018014,86087.99,0.00038,True
1741432018581,86087.99,0.00154,True
1741432018634,86087.99,0.00012,True
1741432018690,86087.99,0.0012,True
1741432018696,86087.99,0.00014,True
1741432018796,86087.99,0.00013,True
1741432018799,86087.99,0.00013,True
1741432018961,86088.0,0.11616,False
1741432019014,86087.99,0.00283,True
1741432019016,86087.99,0.0085,True
1741432019021,86087.99,7e-05,True
1741432019027,86087.99,0.00283,True
1741432019028,86087.99,0.00567,True
1741432019029,86087.99,0.00554,True
1741432019083,86087.99,0.00013,True
1741432019542,86087.99,0.00029,True
1741432019748,86088.0,0.00017,False
1741432019867,86088.0,0.00597,False
1741432019871,86088.0,6e-05,False
1741432019905,86088.0,0.00161,False
1741432019906,86088.0,0.00352,False
1741432019915,86088.0,0.00266,False
1741432019916,86088.0,0.00093,False
1741432019919,86088.0,0.00196,False
1741432019920,86088.0,0.00093,False
1741432019920,86088.0,0.0019,False
1741432020147,86087.99,0.00031,True
1741432020420,86087.99,9e-05,True
1741432020529,86087.99,0.01149,True
1741432020701,86087.99,0.00013,True
1741432020736,86087.99,0.00012,True
1741432020908,86088.0,0.00015,False
1741432021426,86087.99,0.00033,True
1741432021582,86088.0,0.00104,False
1741432021815,86088.0,0.00041,False
1741432022037,86088.0,0.0006,False
1741432022562,86087.99,0.00021,True
1741432022634,86087.99,0.00012,True
1741432023137,86088.0,0.00061,False
1741432023498,86087.99,0.00013,True
1741432023508,86088.0,0.00439,False
1741432023956,86087.99,0.00118,True
1741432024237,86088.0,0.00227,False
1741432024237,86088.0,0.00462,False
1741432024515,86087.99,0.00024,True
1741432024516,86087.99,0.00024,True
1741432024517,86087.99,0.0235,True
1741432024518,86087.99,0.00175,True
1741432024518,86087.99,0.00088,True
1741432024518,86087.99,0.00132,True
1741432024518,86087.99,6e-05,True
1741432024518,86087.99,6e-05,True
1741432024518,86087.99,6e-05,True
1741432024518,86087.99,6e-05,True
1741432024518,86087.99,6e-05,True
1741432024518,86087.99,6e-05,True
1741432024518,86087.99,0.00014,True
1741432024518,86087.99,0.00058,True
1741432024518,86087.99,0.01631,True
1741432024519,86087.99,0.00508,True
1741432024519,86087.99,0.00269,True
1741432024520,86087.99,0.00023,True
1741432024520,86087.99,0.00024,True
1741432024522,86087.99,0.00023,True
1741432024522,86087.99,0.00023,True
