entry_date,entry,mode,dir,exit_date,exit,pnl_usd,return_pct,bars_held,tp1,reason,asset
2024-02-26 12:00:00,52884.59385599999,STRONG_BULL_TREND,LONG,2024-03-19 04:00:00,63962.9822693541,345.0261,16.6286,130,True,be_stop,BTC
2024-03-25 12:00:00,69847.88364,STRONG_BULL_TREND,LONG,2024-04-02 08:00:00,65570.191848,-147.1464,-6.1243,47,False,risk_cap,BTC
2024-04-08 04:00:00,70755.188904,TREND,LONG,2024-04-09 12:00:00,68652.14503065948,-63.7192,-2.9723,8,False,risk_cap,BTC
2024-05-17 12:00:00,67248.85608,STRONG_BULL_TREND,LONG,2024-05-23 12:00:00,68021.5392,61.5793,2.7961,36,True,be_stop,BTC
2024-06-03 12:00:00,69670.972224,STRONG_BULL_TREND,LONG,2024-06-10 04:00:00,69206.27510988129,-15.0796,-0.667,40,False,risk_cap,BTC
2024-07-15 00:00:00,62697.988295999996,TREND,LONG,2024-07-24 20:00:00,65215.301316991194,100.3883,4.7169,59,True,be_stop,BTC
2024-07-27 12:00:00,68899.07519999999,STRONG_BULL_TREND,LONG,2024-07-31 16:00:00,65204.624536,-125.5748,-5.3621,25,False,risk_cap,BTC
2024-09-19 00:00:00,62167.684391999996,TREND,LONG,2024-09-30 00:00:00,64325.21462800624,85.6802,4.0691,66,True,be_stop,BTC
2024-10-07 00:00:00,63581.334407999995,STRONG_BULL_TREND,LONG,2024-10-09 16:00:00,60858.28220819655,-98.6749,-4.2828,16,False,risk_cap,BTC
2024-10-14 00:00:00,64351.42999199999,STRONG_BULL_TREND,LONG,2024-10-23 16:00:00,65266.83849185103,62.2946,2.8184,58,True,be_stop,BTC
2024-10-28 16:00:00,69685.68398399999,STRONG_BULL_TREND,LONG,2024-10-31 12:00:00,70563.504,57.4015,2.5293,17,True,be_stop,BTC
2024-11-06 00:00:00,74408.00882399999,STRONG_BULL_TREND,LONG,2024-12-05 20:00:00,90831.86433508352,403.3823,17.3576,179,True,be_stop,BTC
2024-12-15 20:00:00,104547.561192,STRONG_BULL_TREND,LONG,2024-12-19 00:00:00,98742.89032358922,-150.3071,-5.5522,19,False,risk_cap,BTC
2025-01-03 16:00:00,98670.88360799999,TREND,LONG,2025-01-07 12:00:00,97873.898192,-19.6229,-0.8077,23,False,risk_cap,BTC
2025-01-14 08:00:00,96625.27843199999,TREND,LONG,2025-01-19 20:00:00,99617.80107479818,102.115,4.2341,33,True,be_stop,BTC
2025-01-20 04:00:00,107206.34651999999,STRONG_BULL_TREND,LONG,2025-01-27 00:00:00,101314.52348799999,-91.7302,-5.4958,41,False,risk_cap,BTC
2025-03-24 12:00:00,88420.69000799999,TREND,LONG,2025-03-28 04:00:00,85144.819608,-89.6985,-3.7049,22,False,ema_exit,BTC
2025-04-02 12:00:00,86827.07613599999,TREND,LONG,2025-04-02 20:00:00,82450.27696799999,-117.9739,-5.0408,2,False,risk_cap,BTC
2025-04-21 12:00:00,88115.23584,TREND,LONG,2025-05-04 16:00:00,95217.6776032638,166.3514,7.4457,79,True,be_stop,BTC
2025-05-08 00:00:00,99232.11223199998,STRONG_BULL_TREND,LONG,2025-05-12 16:00:00,100684.48067438291,64.1373,2.5488,28,True,be_stop,BTC
2025-05-18 12:00:00,105602.4144,STRONG_BULL_TREND,LONG,2025-05-30 00:00:00,104668.99097708659,-22.7807,-0.8839,69,False,risk_cap,BTC
2025-06-09 16:00:00,108651.571776,STRONG_BULL_TREND,LONG,2025-06-13 00:00:00,104193.798224,-104.8531,-4.1028,20,False,risk_cap,BTC
2025-07-02 16:00:00,109763.880912,STRONG_BULL_TREND,LONG,2025-07-20 20:00:00,117133.91821043708,150.5298,6.129,109,True,be_stop,BTC
2025-08-07 08:00:00,116612.74562399999,STRONG_BULL_TREND,LONG,2025-08-14 12:00:00,118162.6442,56.8292,2.1866,43,True,be_stop,BTC
2025-09-12 16:00:00,116725.81600799998,TREND,LONG,2025-09-19 16:00:00,115033.01990399999,-36.4499,-1.4502,42,False,ema_exit,BTC
2025-09-29 16:00:00,114356.96243999999,TREND,LONG,2025-10-07 12:00:00,121362.6411124639,136.7507,5.5128,47,True,be_stop,BTC
2025-10-26 20:00:00,114651.04751999998,TREND,LONG,2025-10-28 20:00:00,112122.0300407679,-57.4325,-2.2058,12,False,risk_cap,BTC
2026-01-04 00:00:00,91309.76942399998,TREND,LONG,2026-01-06 16:00:00,91259.09336276712,-1.4163,-0.0555,16,False,risk_cap,BTC
2026-01-13 16:00:00,94302.22147199999,STRONG_BULL_TREND,LONG,2026-01-18 20:00:00,93598.20148799999,-20.1003,-0.7466,31,False,risk_cap,BTC
2026-03-13 08:00:00,72286.603056,TREND,LONG,2026-03-18 12:00:00,71410.64574400001,-30.6897,-1.2118,31,False,risk_cap,BTC
2026-04-06 08:00:00,69670.601928,TREND,LONG,2026-04-07 20:00:00,68983.72102341022,-24.6966,-0.9859,9,False,risk_cap,BTC
2026-04-13 20:00:00,74477.52439199999,TREND,LONG,2026-04-19 04:00:00,75187.89889434104,23.6808,0.9538,32,False,risk_cap,BTC
2026-04-22 12:00:00,79336.31831999999,STRONG_BULL_TREND,LONG,2026-04-27 16:00:00,76453.56138512652,-96.0424,-3.6336,31,False,risk_cap,BTC
2026-05-04 00:00:00,80380.563048,STRONG_BULL_TREND,LONG,2026-05-16 04:00:00,78249.36660531172,-67.6617,-2.6514,73,False,risk_cap,BTC
2026-06-15 16:00:00,66561.05852,SHORT_RIP,SHORT,2026-06-17 08:00:00,65201.221196335995,48.1479,2.043,10,False,rip_target,BTC
2026-07-06 20:00:00,64093.253615999995,TREND,LONG,2026-07-08 08:00:00,62250.150008,-69.0177,-2.8757,9,False,ema_exit,BTC
2026-07-15 12:00:00,65479.952088,TREND,LONG,2026-07-17 00:00:00,63519.144,-70.0103,-2.9945,9,False,ema_exit,BTC
2026-07-21 12:00:00,66729.88123199999,TREND,LONG,2026-07-23 12:00:00,64906.393312,-62.166,-2.7326,12,False,ema_exit,BTC
2026-08-17 16:00:00,64361.40796799999,TREND,LONG,2026-08-19 12:00:00,66934.60173728752,88.7161,3.998,11,False,risk_cap,BTC
2026-08-20 08:00:00,71984.611656,STRONG_BULL_TREND,LONG,2026-08-24 20:00:00,78637.030008,218.0048,8.9841,27,True,end_of_test,BTC
2020-03-06 04:00:00,235.708416,STRONG_BULL_TREND,LONG,2020-03-08 12:00:00,214.2812678277227,-86.3601,-9.0905,14,False,risk_cap,ETH
2020-03-20 12:00:00,142.68576000000002,SHORT_RIP,SHORT,2020-03-20 20:00:00,126.32759533120029,62.8464,11.4645,2,False,rip_target,ETH
2020-04-16 08:00:00,170.14600799999997,STRONG_BULL_TREND,LONG,2020-05-04 04:00:00,196.167174083107,135.417,14.5977,107,True,be_stop,ETH
2020-05-17 12:00:00,208.937016,STRONG_BULL_TREND,LONG,2020-05-21 16:00:00,192.17468831465504,-84.7441,-8.0227,25,False,risk_cap,ETH
2020-05-28 12:00:00,214.43140799999998,STRONG_BULL_TREND,LONG,2020-06-11 16:00:00,229.05718687501997,72.4425,7.4239,85,True,be_stop,ETH
2020-06-22 12:00:00,241.683192,STRONG_BULL_TREND,LONG,2020-06-26 04:00:00,229.01664,-54.7483,-5.241,22,False,ema_exit,ETH
