entry_date,entry,mode,dir,exit_date,exit,pnl_usd,return_pct,bars_held,tp1,reason,asset
2023-02-15 08:00:00,22463.086103999998,STRONG_BULL_TREND,LONG,2023-02-24 16:00:00,22906.97510029401,75.6228,3.4692,56,True,be_stop,BTC
2023-03-13 12:00:00,24000.905376,TREND,LONG,2023-03-27 12:00:00,26882.097103999997,177.7102,12.4961,84,True,be_stop,BTC
2023-03-29 08:00:00,28376.673192,STRONG_BULL_TREND,LONG,2023-04-09 04:00:00,27880.697584,-42.3068,-1.7478,65,False,risk_cap,BTC
2023-04-10 16:00:00,29196.398448,STRONG_BULL_TREND,LONG,2023-04-17 08:00:00,29512.48219259046,56.4504,2.3715,40,True,be_stop,BTC
2023-04-26 08:00:00,28975.481856,TREND,LONG,2023-04-26 16:00:00,27861.932608,-88.6161,-3.8431,2,False,risk_cap,BTC
2023-05-28 20:00:00,28087.451999999997,TREND,LONG,2023-05-31 04:00:00,27146.165680000002,-74.603,-3.3513,14,False,risk_cap,BTC
2023-06-20 16:00:00,28005.156216,TREND,LONG,2023-06-26 00:00:00,29956.653666854956,155.8177,7.2172,32,True,be_stop,BTC
2023-07-13 16:00:00,31631.294807999995,STRONG_BULL_TREND,LONG,2023-07-14 16:00:00,30088.84147098962,-118.346,-4.8764,6,False,risk_cap,BTC
2023-08-29 16:00:00,27853.595064,TREND,LONG,2023-08-31 12:00:00,26827.23394973221,-80.7973,-3.6848,11,False,risk_cap,BTC
2023-09-14 12:00:00,26715.325176,TREND,LONG,2023-09-21 12:00:00,26412.743037782602,-24.0112,-1.1326,42,False,risk_cap,BTC
2023-09-28 16:00:00,27121.679999999997,TREND,LONG,2023-10-01 20:00:00,27179.390125450092,4.4649,0.2128,19,False,risk_cap,BTC
2023-10-02 00:00:00,28149.041232,STRONG_BULL_TREND,LONG,2023-10-09 16:00:00,27260.287659431804,-70.0666,-3.1573,46,False,risk_cap,BTC
2023-10-16 04:00:00,27871.339248,STRONG_BULL_TREND,LONG,2023-10-16 12:00:00,27976.874970168246,8.151,0.3787,2,False,risk_cap,BTC
2023-10-23 00:00:00,30761.279351999998,STRONG_BULL_TREND,LONG,2023-11-14 16:00:00,35112.64023739368,273.7431,12.6712,136,True,be_stop,BTC
2023-11-15 20:00:00,37888.48655999999,STRONG_BULL_TREND,LONG,2023-11-16 16:00:00,35680.69243490261,-141.0398,-5.8271,5,False,risk_cap,BTC
2023-11-24 12:00:00,38251.686888,STRONG_BULL_TREND,LONG,2023-11-27 08:00:00,36951.26287227036,-77.7307,-3.3997,17,False,risk_cap,BTC
2023-12-01 08:00:00,38611.034135999995,STRONG_BULL_TREND,LONG,2023-12-11 00:00:00,41142.62486959842,133.7517,6.045,58,True,be_stop,BTC
2023-12-20 12:00:00,44062.42175999999,STRONG_BULL_TREND,LONG,2023-12-26 08:00:00,42345.561909094766,-91.1628,-3.8964,35,False,risk_cap,BTC
2024-01-01 20:00:00,44214.89364,STRONG_BULL_TREND,LONG,2024-01-03 12:00:00,41170.92148526694,-155.1109,-6.8845,10,False,risk_cap,BTC
2024-01-08 16:00:00,47016.93347999999,STRONG_BULL_TREND,LONG,2024-01-12 20:00:00,42659.28759388756,-195.1606,-9.2682,25,False,risk_cap,BTC
2024-01-28 04:00:00,42422.731056,TREND,LONG,2024-02-01 00:00:00,41982.03748,-18.8983,-1.0388,23,False,ema_exit,BTC
2024-02-08 12:00:00,45468.64584,TREND,LONG,2024-02-21 08:00:00,50924.757575999996,181.6391,10.0787,77,True,ema_exit,BTC
