timestamp,price,volume,is_ask
1741637657878,78882.53,0.0001,False
1741637657878,78882.53,0.00015,False
1741637657888,78882.53,0.00025,False
1741637657925,78882.52,0.00032,True
1741637658236,78882.53,0.00011,False
1741637658236,78882.53,0.00014,False
1741637658316,78882.53,0.00852,False
1741637658316,78882.53,0.00014,False
1741637658316,78882.53,0.0016,False
1741637658316,78882.53,0.10398,False
1741637658316,78882.53,0.0001,False
1741637658316,78882.53,0.0001,False
1741637658316,78882.53,0.0001,False
1741637658316,78882.53,0.00844,False
1741637658316,78882.53,0.0001,False
1741637658316,78882.53,0.0001,False
1741637658316,78882.53,0.0001,False
1741637658316,78882.54,0.00013,False
1741637658316,78882.54,0.00013,False
1741637658316,78882.54,0.00013,False
1741637658316,78882.54,0.00014,False
1741637658316,78882.54,0.00053,False
1741637658316,78883.22,7e-05,False
1741637658316,78884.0,0.00137,False
1741637658316,78884.01,7e-05,False
1741637658316,78884.89,0.00025,False
1741637658316,78884.89,0.00025,False
1741637658316,78884.89,0.00025,False
1741637658316,78885.42,0.00013,False
1741637658316,78886.39,7e-05,False
1741637658316,78887.79,7e-05,False
1741637658316,78887.8,0.003,False
1741637658316,78887.99,7e-05,False
1741637658367,78888.0,0.0001,False
1741637658367,78888.0,0.0001,False
1741637658367,78888.0,0.0001,False
1741637658367,78888.0,0.00054,False
1741637658367,78888.01,0.00027,False
1741637658367,78888.01,0.00055,False
1741637658367,78888.19,7e-05,False
1741637658367,78888.19,0.00016,False
1741637658367,78888.19,0.00016,False
1741637658367,78888.19,0.00016,False
1741637658367,78888.2,0.004,False
1741637658367,78888.23,7e-05,False
1741637658386,78888.65,0.00017,True
1741637658386,78888.65,0.00017,True
1741637658416,78888.65,0.00017,True
1741637658416,78888.65,0.00017,True
1741637658421,78888.65,0.00017,True
1741637658424,78888.65,0.00017,True
1741637658443,78888.65,0.00017,True
1741637658454,78888.65,0.00017,True
1741637658462,78888.65,0.00017,True
1741637658530,78888.65,0.14,True
1741637658571,78888.66,7e-05,False
1741637658571,78888.66,0.0001,False
1741637658571,78888.66,0.00058,False
1741637658571,78888.66,0.0033,False
1741637658829,78888.66,0.00032,False
1741637659541,78888.66,0.00126,False
1741637659612,78888.66,0.00253,False
1741637659732,78888.65,0.2,True
1741637659866,78888.66,0.00027,False
1741637659877,78888.65,0.2,True
1741637660731,78888.65,0.29344,True
1741637660731,78888.65,8e-05,True
1741637660731,78888.65,0.11681,True
1741637660731,78888.65,7e-05,True
1741637660731,78888.65,0.0001,True
1741637660731,78888.65,7e-05,True
1741637660731,78888.65,7e-05,True
1741637660731,78888.65,7e-05,True
1741637660731,78888.65,7e-05,True
1741637660731,78888.65,0.29954,True
1741637660731,78888.65,7e-05,True
1741637660731,78888.65,0.0072,True
1741637660764,78888.65,0.00014,True
