entry_date,entry,exit_date,exit,pnl_usd,return_pct,reason,wf_num
2022-07-28 12:00:00,23764.566455999997,2022-07-31 20:00:00,23240.16316970603,-19.85994394378742,-2.206660438198602,trend_exit,1
2022-08-08 04:00:00,23826.726143999997,2022-08-09 08:00:00,23245.308864,-21.525547646388553,-2.440189543817833,trend_exit,1
2022-08-11 00:00:00,24343.839504,2022-08-12 08:00:00,23654.051608,-24.446292305295195,-2.8335213756509408,trend_exit,1
2022-11-04 12:00:00,20855.37096,2022-11-07 00:00:00,20848.943027569967,-0.2773932527081708,-0.030821472523130087,trend_exit,2
2023-01-10 16:00:00,17446.79628,2023-01-11 20:00:00,17585.452363856453,7.152629827738734,0.7947366475265261,trend_exit,3
2023-01-12 00:00:00,18239.259744,2023-01-12 16:00:00,18353.15826016243,5.660420023997074,0.624468962891423,trend_exit,3
2023-01-13 12:00:00,19276.598951999997,2023-01-14 00:00:00,20202.717228636266,43.7933170035415,4.804365536381001,trend_exit,3
2023-01-20 20:00:00,22685.343768,2023-01-22 20:00:00,22279.520774907167,-17.011672665534377,-1.7889215047527152,trend_exit,3
2023-01-29 16:00:00,23916.958272,2023-01-30 08:00:00,22999.462727285336,-35.89257214243148,-3.8361715326852077,trend_exit,3
2023-02-15 08:00:00,22463.086103999998,2023-02-15 20:00:00,23377.494411488267,36.77207125303283,4.070715409515528,trend_exit,3
2023-02-16 00:00:00,24752.205935999995,2023-02-16 20:00:00,23498.905824,-47.41491662324306,-5.063387543076208,trend_exit,3
2023-03-17 08:00:00,26940.264983999998,2023-03-22 16:00:00,26645.996136,-9.762478897862794,-1.0923012382200556,trend_exit,3
2023-03-29 08:00:00,28376.673192,2023-03-30 16:00:00,27803.81422118825,-17.865425907762656,-2.0187671998606533,trend_exit,3
2023-04-10 16:00:00,29196.398448,2023-04-17 00:00:00,29958.813759999997,23.50200083829181,2.6113334264768673,trend_exit,4
2023-04-26 08:00:00,28975.481856,2023-04-26 16:00:00,27861.932608,-35.400546576642135,-3.843074132585702,trend_exit,4
2023-06-21 12:00:00,29875.461263999998,2023-06-26 00:00:00,29956.653666854956,2.4168228756149612,0.2717695373386432,trend_exit,4
2023-07-10 16:00:00,30862.069919999998,2023-07-14 16:00:00,30091.077864,-22.483678256147222,-2.498186472905247,trend_exit,5
2023-10-15 20:00:00,27175.87332,2023-10-16 04:00:00,27216.196451646494,1.3354057863942745,0.14837842071047494,trend_exit,6
2023-10-16 12:00:00,28086.611328,2023-10-23 20:00:00,32486.450294804952,141.17556002726002,15.665253865704626,trend_exit,6
2023-11-01 20:00:00,35449.767144,2023-11-03 08:00:00,34212.75982308753,-35.88077125793259,-3.4894652929245984,trend_exit,6
2023-11-07 16:00:00,35482.343184,2023-11-09 16:00:00,35859.35398328636,10.582457274603218,1.0625307278363965,trend_exit,6
2023-11-15 16:00:00,37529.989991999995,2023-11-16 16:00:00,35772.13266415062,-47.0959465346019,-4.6838736920102795,trend_exit,6
2023-11-19 20:00:00,37389.747888,2023-11-21 20:00:00,35713.05668,-43.189104912130354,-4.484360828060357,trend_exit,6
2023-11-24 12:00:00,38251.686888,2023-11-26 16:00:00,37137.53273426819,-26.920122226487603,-2.912692862393286,trend_exit,6
2023-11-28 16:00:00,38144.751408,2023-12-11 00:00:00,42275.732336,97.46847209318021,10.829749246009309,trend_exit,6
2023-12-19 00:00:00,43116.665759999996,2023-12-24 20:00:00,42708.89813553643,-9.341252110434715,-0.9457308845106902,trend_exit,6
2024-01-08 08:00:00,44671.698791999996,2024-01-10 12:00:00,44648.76491991167,-0.46204835360298047,-0.05133870595588672,trend_exit,7
2024-02-07 16:00:00,43650.362376,2024-02-23 16:00:00,50692.23958157592,145.12505329186305,16.132459897853487,trend_exit,7
2024-02-26 12:00:00,52884.59385599999,2024-02-28 16:00:00,59375.138861665975,126.4364077956658,12.27303555235605,trend_exit,7
2024-03-04 00:00:00,63509.48697599999,2024-03-05 16:00:00,61361.851216,-38.685129024905734,-3.38159834421521,trend_exit,7
2024-03-11 04:00:00,71076.805992,2024-03-14 16:00:00,68835.36920476581,-34.9782296300183,-3.15354180024137,trend_exit,7
2024-03-25 12:00:00,69847.88364,,,,,,7
2024-04-08 04:00:00,70755.188904,2024-04-09 12:00:00,68652.14503065948,-26.75053964698642,-2.972282182998491,trend_exit,8
2024-05-17 12:00:00,67248.85608,2024-05-23 12:00:00,68021.5392,10.064291440174873,1.1489907264456796,trend_exit,8
2024-05-27 12:00:00,70430.14908,2024-05-29 12:00:00,67325.226696,-39.014564451265905,-4.408513150345876,trend_exit,8
2024-06-03 12:00:00,69670.972224,2024-06-07 16:00:00,68860.69498478873,-9.88402634089774,-1.1630055004918478,trend_exit,8
2024-07-19 16:00:00,67210.98580799998,2024-07-24 20:00:00,65215.301316991194,-26.723548543668624,-2.9692831715187356,trend_exit,9
2024-07-26 12:00:00,67614.05800799999,2024-07-30 00:00:00,66322.97053297888,-16.72620407509964,-1.9094956183052174,trend_exit,9
2024-09-18 20:00:00,61809.39799199999,,,,,,9
2024-10-06 12:00:00,62770.186008,2024-10-09 12:00:00,61956.42576708626,-11.667708244946482,-1.2964120272162756,trend_exit,10
2024-10-14 00:00:00,64351.42999199999,2024-10-21 12:00:00,67162.05583172946,38.849937756037775,4.367619864980286,trend_exit,10
