timestamp,price,volume,is_ask
1741801423926,82550.43,0.00022,False
1741801424001,82550.42,0.00079,True
1741801424216,82550.42,0.0002,True
1741801424216,82550.42,0.0002,True
1741801424216,82550.42,7e-05,True
1741801424216,82550.42,0.00014,True
1741801424216,82550.42,7e-05,True
1741801424216,82550.42,7e-05,True
1741801424216,82550.42,0.001,True
1741801424216,82550.42,7e-05,True
1741801424216,82550.42,7e-05,True
1741801424216,82550.42,0.00812,True
1741801424216,82550.42,7e-05,True
1741801424216,82550.42,0.0001,True
1741801424216,82550.42,0.0001,True
1741801424216,82550.42,0.0001,True
1741801424216,82550.42,0.00812,True
1741801424216,82550.42,0.0007,True
1741801424216,82550.41,0.00013,True
1741801424216,82550.41,0.00013,True
1741801424216,82550.41,0.00014,True
1741801424216,82550.41,7e-05,True
1741801424216,82550.41,7e-05,True
1741801424216,82550.4,7e-05,True
1741801424216,82550.4,7e-05,True
1741801424216,82550.4,0.003,True
1741801424216,82550.39,7e-05,True
1741801424216,82550.39,7e-05,True
1741801424216,82550.35,7e-05,True
1741801424216,82550.35,7e-05,True
1741801424216,82550.35,7e-05,True
1741801424216,82549.94,7e-05,True
1741801424216,82549.93,7e-05,True
1741801424216,82549.52,7e-05,True
1741801424216,82549.52,7e-05,True
1741801424216,82548.7,7e-05,True
1741801424216,82547.17,7e-05,True
1741801424254,82547.17,0.00261,False
1741801425407,82547.16,0.03481,True
1741801425808,82547.16,0.00125,True
1741801425870,82547.16,0.03449,True
1741801425870,82547.16,7e-05,True
1741801425870,82547.16,7e-05,True
1741801425870,82547.16,7e-05,True
1741801425870,82547.16,7e-05,True
1741801425870,82547.16,0.00013,True
1741801425870,82547.16,0.00101,True
1741801425870,82547.16,0.00302,True
1741801425870,82547.16,7e-05,True
1741801425870,82547.16,7e-05,True
1741801425870,82547.16,0.00885,True
1741801425870,82547.16,0.0001,True
1741801425870,82547.16,0.0001,True
1741801425870,82547.15,0.00013,True
1741801425870,82547.15,7e-05,True
1741801425870,82547.15,7e-05,True
1741801425870,82547.15,0.00014,True
1741801425870,82547.15,0.00014,True
1741801425872,82547.05,7e-05,True
1741801425872,82547.05,7e-05,True
1741801425872,82546.36,7e-05,True
1741801425872,82546.36,7e-05,True
1741801425872,82546.35,6e-05,True
1741801425872,82546.35,1e-05,True
1741801425872,82546.35,7e-05,True
1741801425872,82546.28,7e-05,True
1741801425872,82546.27,0.00042,True
1741801425872,82546.27,7e-05,True
1741801425872,82546.23,7e-05,True
1741801425875,82544.84,7e-05,True
1741801425875,82544.84,7e-05,True
1741801425875,82544.84,7e-05,True
1741801425875,82544.31,7e-05,True
1741801425878,82544.3,0.004,True
1741801425878,82544.3,7e-05,True
1741801425878,82544.3,7e-05,True
1741801425878,82544.3,0.0001,True
1741801425880,82543.76,7e-05,True
1741801425880,82543.76,7e-05,True
1741801425880,82543.76,0.0001,True
1741801425882,82543.35,7e-05,True
1741801425882,82543.35,7e-05,True
1741801425882,82543.35,0.0001,True
1741801425884,82543.01,0.00012,True
1741801425884,82543.01,7e-05,True
1741801425884,82543.01,7e-05,True
1741801425884,82543.01,0.0001,True
1741801425884,82542.94,7e-05,True
1741801425884,82542.94,7e-05,True
1741801425884,82542.94,7e-05,True
1741801425884,82542.82,7e-05,True
1741801425884,82542.82,7e-05,True
1741801425884,82542.82,0.0001,True
1741801425884,82542.82,0.0001,True
1741801425884,82542.82,0.00017,True
1741801425884,82542.81,7e-05,True
1741801425884,82542.81,7e-05,True
1741801425886,82542.8,0.00505,True
1741801425886,82542.8,7e-05,True
1741801425886,82542.8,7e-05,True
1741801425944,82542.12,7e-05,True
1741801425944,82542.12,7e-05,True
1741801425944,82542.12,7e-05,True
1741801425944,82542.12,7e-05,True
1741801425944,82542.12,7e-05,True
1741801425944,82542.12,0.00014,True
1741801425944,82542.12,7e-05,True
1741801425944,82542.12,0.0001,True
1741801425946,82542.11,0.0002,True
1741801425946,82542.11,7e-05,True
1741801425946,82542.11,7e-05,True
1741801425946,82542.11,0.0001,True
1741801425946,82540.71,0.03971,True
1741801425952,82540.26,8e-05,True
1741801425952,82540.26,7e-05,True
1741801425952,82540.26,7e-05,True
1741801425952,82540.26,0.0001,True
1741801425952,82540.26,7e-05,True
1741801425952,82540.26,7e-05,True
1741801425952,82540.26,7e-05,True
1741801425952,82540.26,7e-05,True
1741801425952,82540.24,0.0001,True
1741801425952,82540.08,7e-05,True
1741801425952,82540.08,7e-05,True
1741801425955,82539.98,0.00243,True
1741801425955,82539.98,7e-05,True
1741801425955,82539.98,7e-05,True
1741801425955,82539.76,0.00012,True
1741801425955,82539.76,7e-05,True
1741801425955,82539.76,7e-05,True
1741801425957,82539.74,7e-05,True
1741801425957,82539.74,7e-05,True
1741801425957,82539.74,0.0001,True
1741801425957,82539.64,7e-05,True
1741801425957,82539.64,0.00016,True
1741801425957,82539.64,0.00016,True
1741801425957,82539.64,0.00016,True
